countrycode,countryname,adminone,adminlevel,population,date,datatype,fcs people,fcs prevalence,rcsi people,rcsi prevalence,health access people,health access prevalence,market access people,market access prevalence
#country+code,#country+name,#adm1+name,#meta+adminlevel,#population+total,#date,#data+type,#population+fcs,#indicator+fcs+prevalence,#population+rcsi,#indicator+rcsi+prevalence,#population+health_access,#indicator+health_access+prevalence,#population+market_access,#indicator+market_access+prevalence
MDG,Madagascar,Menabe,subnational,711639,2024-02-24,SURVEY,176404,0.24788410978038022,191723,0.2694104735687617,88697,0.12463763228266017,78880,0.11084271660209741
MDG,Madagascar,Sava,subnational,1178796,2024-02-24,SURVEY,360671,0.30596557843766015,209853,0.17802316940335733,73217,0.06211166141970841,161572,0.13706527677392863
MDG,Madagascar,Sofia,subnational,1498769,2024-02-24,SURVEY,505578,0.33732883453020446,351743,0.23468793389775208,81117,0.054122427287596184,150879,0.1006686153770194
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-24,SURVEY,687156,0.3170518564316463,648517,0.29922392990453694,193569,0.0893121505333975,296443,0.13677797105193948
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-24,SURVEY,730732,0.4292386414166898,538835,0.3165165934265395,226937,0.13330486357129473,403105,0.23678755350562827
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-23,SURVEY,250055,0.20256438713043168,252050,0.20418049539591412,39142,0.03170811249345355,112403,0.09105537436674893
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-23,SURVEY,356236,0.4145339873045795,279908,0.32571491740994807,58456,0.06802228479402188,65497,0.07621560064594893
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-23,SURVEY,1055904,0.2623497594287411,1178906,0.2929108190603497,443552,0.11020486757710642,413499,0.10273790342116804
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-23,SURVEY,294048,0.23635646060122806,256602,0.20625727943463762,69494,0.055859437483069915,95071,0.07641830435829955
MDG,Madagascar,Androy,subnational,882088,2024-02-23,SURVEY,391807,0.4441813061735337,297892,0.3377123370910839,118091,0.13387666536672077,270306,0.3064388133610252
MDG,Madagascar,Anosy,subnational,807418,2024-02-23,SURVEY,362392,0.4488282401432715,397417,0.49220725819835576,96479,0.11949077181831468,157170,0.19465753797908888
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-23,SURVEY,562106,0.3551875725485463,730035,0.46129975400632267,59618,0.03767184961590738,188470,0.119091775925225
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-23,SURVEY,502692,0.4654051366657501,324371,0.30031098482849544,123358,0.11420799783727133,172751,0.1599373030884617
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-23,SURVEY,450993,0.2953099984612212,428376,0.28050039779070646,80307,0.052585011084786776,291339,0.19076863641274633
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-23,SURVEY,98027,0.2778755743778577,125624,0.35610435038962734,17281,0.048986155651375714,35836,0.10158373798448293
MDG,Madagascar,Boeny,subnational,961100,2024-02-23,SURVEY,243190,0.25303298304026633,278148,0.289405889085423,98387,0.10236916033711371,99445,0.10346998231193424
MDG,Madagascar,Bongolava,subnational,549694,2024-02-23,SURVEY,107993,0.1964602124090858,147868,0.2690005712269008,17448,0.03174130241479932,44049,0.08013367437155945
MDG,Madagascar,Diana,subnational,841329,2024-02-23,SURVEY,176519,0.20980971772041615,156556,0.1860817825131429,83462,0.09920260093091704,54249,0.06448015187828861
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-23,SURVEY,682915,0.47383356866064646,459620,0.3189026230611516,150789,0.1046234011330403,108008,0.07494025054608733
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-23,SURVEY,135973,0.3622555954293448,96815,0.25793190906644714,27181,0.07241487185008456,37493,0.09988787827182023
MDG,Madagascar,Itasy,subnational,880767,2024-02-23,SURVEY,250022,0.28386849189399693,237761,0.2699476706098208,50873,0.057759855402748646,41188,0.04676380059244239
MDG,Madagascar,Melaky,subnational,348053,2024-02-23,SURVEY,93743,0.2693354173071343,101320,0.2911050903167046,5161,0.0148282014520777,26876,0.0772181402694448
MDG,Madagascar,Menabe,subnational,711639,2024-02-23,SURVEY,171727,0.24131195732667826,203590,0.2860860632989479,73088,0.10270375850677099,81410,0.11439788994138882
MDG,Madagascar,Sava,subnational,1178796,2024-02-23,SURVEY,361174,0.3063922850094503,205079,0.17397327442577,103159,0.08751221719409108,166711,0.14142480972110527
MDG,Madagascar,Sofia,subnational,1498769,2024-02-23,SURVEY,518130,0.34570370750929597,336269,0.22436346094695048,80207,0.0535152354618405,176988,0.11808891163348052
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-23,SURVEY,698430,0.3222536484983828,636947,0.29388556426570944,214151,0.09880866254096152,308805,0.142481763275551
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-23,SURVEY,730732,0.4292386414166898,538835,0.3165165934265395,226937,0.13330486357129473,403105,0.23678755350562827
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-22,SURVEY,252403,0.20446645339978145,252836,0.20481721775013428,38719,0.03136546789274999,113278,0.09176420317050318
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-22,SURVEY,356236,0.4145339873045795,279908,0.32571491740994807,58456,0.06802228479402188,65497,0.07621560064594893
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-22,SURVEY,1047803,0.26033698610736694,1065174,0.26465271767309023,536420,0.13327883780416144,418586,0.10400181872617113
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-22,SURVEY,294048,0.23635646060122806,256602,0.20625727943463762,69494,0.055859437483069915,95071,0.07641830435829955
MDG,Madagascar,Androy,subnational,882088,2024-02-22,SURVEY,400850,0.4544331177841667,299969,0.3400669774444273,114494,0.1297988409319705,286380,0.32466148502190256
MDG,Madagascar,Anosy,subnational,807418,2024-02-22,SURVEY,366224,0.45357423292520105,399848,0.49521809025808194,94756,0.11735669163196108,154402,0.19122932607397902
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-22,SURVEY,562106,0.3551875725485463,730035,0.46129975400632267,59618,0.03767184961590738,188470,0.119091775925225
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-22,SURVEY,505250,0.4677733986225566,330475,0.30596222446272026,131721,0.12195067756548596,178405,0.16517192119001922
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-22,SURVEY,471997,0.30906340751120526,479410,0.313917436328932,81735,0.05352005991023554,212501,0.13914555211058252
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-22,SURVEY,95563,0.2708909128533079,121565,0.344598367788918,17037,0.04829453648239593,34318,0.0972807167651807
MDG,Madagascar,Boeny,subnational,961100,2024-02-22,SURVEY,243190,0.25303298304026633,278148,0.289405889085423,98387,0.10236916033711371,99445,0.10346998231193424
MDG,Madagascar,Bongolava,subnational,549694,2024-02-22,SURVEY,88328,0.16068576335197401,133038,0.242021924925504,19693,0.035825372157606145,39657,0.07214374567888016
MDG,Madagascar,Diana,subnational,841329,2024-02-22,SURVEY,176519,0.20980971772041615,156556,0.1860817825131429,83462,0.09920260093091704,54249,0.06448015187828861
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-22,SURVEY,682915,0.47383356866064646,459620,0.3189026230611516,150789,0.1046234011330403,108008,0.07494025054608733
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-22,SURVEY,138081,0.36787167211490046,98145,0.26147525915742864,27709,0.07382158444176545,38184,0.10172878186017888
MDG,Madagascar,Itasy,subnational,880767,2024-02-22,SURVEY,221471,0.25145242725942274,213539,0.24244664025786614,71259,0.0809055954892797,63674,0.07229377863885703
MDG,Madagascar,Melaky,subnational,348053,2024-02-22,SURVEY,93743,0.2693354173071343,101320,0.2911050903167046,5161,0.0148282014520777,26876,0.0772181402694448
MDG,Madagascar,Menabe,subnational,711639,2024-02-22,SURVEY,171727,0.24131195732667826,203590,0.2860860632989479,73088,0.10270375850677099,81410,0.11439788994138882
MDG,Madagascar,Sava,subnational,1178796,2024-02-22,SURVEY,361174,0.3063922850094503,205079,0.17397327442577,103159,0.08751221719409108,166711,0.14142480972110527
MDG,Madagascar,Sofia,subnational,1498769,2024-02-22,SURVEY,518130,0.34570370750929597,336269,0.22436346094695048,80207,0.0535152354618405,176988,0.11808891163348052
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-22,SURVEY,700697,0.3232996359576068,639685,0.29514886980755123,213520,0.09851755049023847,309007,0.14257496551055904
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-22,SURVEY,732196,0.4300986083690527,497150,0.29203044423989555,226503,0.1330499280130123,397111,0.23326662323755237
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-21,SURVEY,215527,0.174593967987285,261985,0.21222863355008356,47910,0.03881091627587711,108881,0.08820220354501021
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-21,SURVEY,356236,0.4145339873045795,279908,0.32571491740994807,58456,0.06802228479402188,65497,0.07621560064594893
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-21,SURVEY,1024431,0.25452998227238904,1150857,0.2859417684627416,544132,0.13519496024021097,360399,0.08954469383904115
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-21,SURVEY,294048,0.23635646060122806,256602,0.20625727943463762,69494,0.055859437483069915,95071,0.07641830435829955
MDG,Madagascar,Androy,subnational,882088,2024-02-21,SURVEY,406013,0.46028627529226107,307659,0.34878492848786063,116396,0.13195508838120457,281678,0.31933095110691906
MDG,Madagascar,Anosy,subnational,807418,2024-02-21,SURVEY,370797,0.45923796596063005,402455,0.4984469011094625,104169,0.12901495879457728,151702,0.1878853332474629
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-21,SURVEY,583357,0.36861580691044454,730636,0.4616795181986666,58955,0.03725289351753862,189540,0.11976789520277575
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-21,SURVEY,501362,0.4641737885803112,325448,0.3013080990300125,130875,0.12116742908407145,177256,0.1641081475432754
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-21,SURVEY,540698,0.3540487891119936,460857,0.3017689408945216,85623,0.05606588781018895,224099,0.14673991690594132
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-21,SURVEY,95563,0.2708909128533079,121565,0.344598367788918,17037,0.04829453648239593,34318,0.0972807167651807
MDG,Madagascar,Boeny,subnational,961100,2024-02-21,SURVEY,243190,0.25303298304026633,278148,0.289405889085423,98387,0.10236916033711371,99445,0.10346998231193424
MDG,Madagascar,Bongolava,subnational,549694,2024-02-21,SURVEY,88259,0.16056023896931748,132891,0.24175450341462704,19592,0.0356416372061579,39573,0.07199099104084514
MDG,Madagascar,Diana,subnational,841329,2024-02-21,SURVEY,176519,0.20980971772041615,156556,0.1860817825131429,83462,0.09920260093091704,54249,0.06448015187828861
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-21,SURVEY,682347,0.47343946768614853,456951,0.31705076478485766,150677,0.10454569108173085,106789,0.07409445240432817
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-21,SURVEY,138081,0.36787167211490046,98145,0.26147525915742864,27709,0.07382158444176545,38184,0.10172878186017888
MDG,Madagascar,Itasy,subnational,880767,2024-02-21,SURVEY,221067,0.25099373614134046,212961,0.2417903940542732,71396,0.08106114168810415,63725,0.072351718868328
MDG,Madagascar,Melaky,subnational,348053,2024-02-21,SURVEY,93770,0.26941299169954,101009,0.2902115482412161,5150,0.014796591151350007,26635,0.07652569389288491
MDG,Madagascar,Menabe,subnational,711639,2024-02-21,SURVEY,171727,0.24131195732667826,203590,0.2860860632989479,73088,0.10270375850677099,81410,0.11439788994138882
MDG,Madagascar,Sava,subnational,1178796,2024-02-21,SURVEY,366046,0.31052531566106434,206620,0.17528054048367997,104865,0.08895941282461087,156546,0.13280160434884408
MDG,Madagascar,Sofia,subnational,1498769,2024-02-21,SURVEY,518130,0.34570370750929597,336269,0.22436346094695048,80207,0.0535152354618405,176988,0.11808891163348052
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-21,SURVEY,703510,0.3245975462896744,632621,0.2918895599654875,214127,0.0987976384080109,310316,0.14317893444929936
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-21,SURVEY,721881,0.42403948329144125,491003,0.2884196403763883,194011,0.11396383087081638,348859,0.2049229583568052
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-20,SURVEY,203738,0.16504394275331385,269120,0.2180085495772601,49125,0.039795163056824526,105574,0.08552334095526945
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-20,SURVEY,356236,0.4145339873045795,279908,0.32571491740994807,58456,0.06802228479402188,65497,0.07621560064594893
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-20,SURVEY,1198736,0.29783777807316897,1159511,0.2880919400863895,488356,0.12133686311973653,366672,0.0911033191345377
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-20,SURVEY,294048,0.23635646060122806,256602,0.20625727943463762,69494,0.055859437483069915,95071,0.07641830435829955
MDG,Madagascar,Androy,subnational,882088,2024-02-20,SURVEY,401776,0.4554828996653395,314060,0.35604157408331144,114906,0.13026591451193079,287552,0.32599015064256626
MDG,Madagascar,Anosy,subnational,807418,2024-02-20,SURVEY,385568,0.4775320837533966,399148,0.4943511291549111,102443,0.1268772804173303,151142,0.18719176436492624
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-20,SURVEY,595884,0.37653145755519063,718071,0.4537398558412598,38255,0.024172839055809872,190597,0.12043579994704785
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-20,SURVEY,511857,0.47389032854774066,330469,0.30595666950895134,124826,0.11556710985939486,171778,0.1590364747522722
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-20,SURVEY,566602,0.3710107157940917,385782,0.25260986717391803,88543,0.05797794260127106,229876,0.15052269371425203
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-20,SURVEY,92563,0.26238686067244377,117462,0.33296765908955617,16279,0.046145803359107986,33306,0.09441195898836645
MDG,Madagascar,Boeny,subnational,961100,2024-02-20,SURVEY,243390,0.2532410779315368,278867,0.29015399021954014,98748,0.10274477161585684,99502,0.10352928935594631
MDG,Madagascar,Bongolava,subnational,549694,2024-02-20,SURVEY,88226,0.16050020556891653,133024,0.2419964562101824,18702,0.03402255507500843,39655,0.07214014336248968
MDG,Madagascar,Diana,subnational,841329,2024-02-20,SURVEY,176519,0.20980971772041615,156556,0.1860817825131429,83462,0.09920260093091704,54249,0.06448015187828861
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-20,SURVEY,650105,0.45106868666544087,440526,0.30565444699237815,152662,0.10592296297324207,116225,0.08064152422714925
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-20,SURVEY,137734,0.3669472040836444,98246,0.26174460237510555,27687,0.0737629357425516,38103,0.1015129838471191
MDG,Madagascar,Itasy,subnational,880767,2024-02-20,SURVEY,207380,0.2354538714552203,199734,0.2267728014332962,73744,0.08372701591408481,63933,0.07258790573047808
MDG,Madagascar,Melaky,subnational,348053,2024-02-20,SURVEY,90664,0.2604890634472336,101453,0.2914872160274441,5118,0.014704662931222596,26270,0.07547699558975514
MDG,Madagascar,Menabe,subnational,711639,2024-02-20,SURVEY,171244,0.24063324241644993,204058,0.2867437001063742,72982,0.10255480658030265,80031,0.11246010969044698
MDG,Madagascar,Sava,subnational,1178796,2024-02-20,SURVEY,366046,0.31052531566106434,206620,0.17528054048367997,104865,0.08895941282461087,156546,0.13280160434884408
MDG,Madagascar,Sofia,subnational,1498769,2024-02-20,SURVEY,518130,0.34570370750929597,336269,0.22436346094695048,80207,0.0535152354618405,176988,0.11808891163348052
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-20,SURVEY,703510,0.3245975462896744,632621,0.2918895599654875,214127,0.0987976384080109,310316,0.14317893444929936
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-20,SURVEY,708524,0.4161934596693709,457893,0.2689705243977441,152920,0.08982660270172951,326174,0.1915975824590238
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-19,SURVEY,207503,0.1680938914347882,269462,0.21828559670848566,50361,0.040796397032681044,97893,0.07930107216600535
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-19,SURVEY,362279,0.42156592367620277,275004,0.3200083782793109,57440,0.06684005718641158,65035,0.07567797152548685
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-19,SURVEY,1223243,0.3039267838486184,1156939,0.2874529013278937,489495,0.12161985889964581,356533,0.08858412135112827
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-19,SURVEY,294048,0.23635646060122806,256602,0.20625727943463762,69494,0.055859437483069915,95071,0.07641830435829955
MDG,Madagascar,Androy,subnational,882088,2024-02-19,SURVEY,395176,0.44800065299607295,312864,0.3546857002929413,110101,0.12481861220195717,288057,0.32656265588013894
MDG,Madagascar,Anosy,subnational,807418,2024-02-19,SURVEY,383346,0.47478010150876004,397451,0.4922493677376526,102242,0.1266283387291341,151448,0.187570750218598
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-19,SURVEY,593112,0.37477986630531146,717040,0.453088380163545,37829,0.02390366234407418,188956,0.11939887309241158
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-19,SURVEY,521921,0.48320783766943765,337755,0.3127022350356489,125202,0.11591522029557909,173636,0.16075665876937406
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-19,SURVEY,603997,0.39549694372325556,409068,0.26785752872114377,90489,0.059252123845848825,217805,0.14261860874746674
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-19,SURVEY,89434,0.2535171342478024,113079,0.3205432388533136,16054,0.04550801335306319,32774,0.09290391681109754
MDG,Madagascar,Boeny,subnational,961100,2024-02-19,SURVEY,243390,0.2532410779315368,278867,0.29015399021954014,98748,0.10274477161585684,99502,0.10352928935594631
MDG,Madagascar,Bongolava,subnational,549694,2024-02-19,SURVEY,88226,0.16050020556891653,133024,0.2419964562101824,18702,0.03402255507500843,39655,0.07214014336248968
MDG,Madagascar,Diana,subnational,841329,2024-02-19,SURVEY,176519,0.20980971772041615,156556,0.1860817825131429,83462,0.09920260093091704,54249,0.06448015187828861
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-19,SURVEY,658856,0.45714047826373544,435930,0.30246555952971543,145145,0.10070736961883914,113479,0.07873621666971509
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-19,SURVEY,140835,0.37520880455893285,96413,0.25686091152015045,33896,0.09030478094158018,37492,0.09988518413218661
MDG,Madagascar,Itasy,subnational,880767,2024-02-19,SURVEY,207380,0.2354538714552203,199734,0.2267728014332962,73744,0.08372701591408481,63933,0.07258790573047808
MDG,Madagascar,Melaky,subnational,348053,2024-02-19,SURVEY,89705,0.257733735954007,99007,0.2844595507006117,4938,0.014187500108319106,25572,0.07347155429087243
MDG,Madagascar,Menabe,subnational,711639,2024-02-19,SURVEY,171244,0.24063324241644993,204058,0.2867437001063742,72982,0.10255480658030265,80031,0.11246010969044698
MDG,Madagascar,Sava,subnational,1178796,2024-02-19,SURVEY,366046,0.31052531566106434,206620,0.17528054048367997,104865,0.08895941282461087,156546,0.13280160434884408
MDG,Madagascar,Sofia,subnational,1498769,2024-02-19,SURVEY,518130,0.34570370750929597,336269,0.22436346094695048,80207,0.0535152354618405,176988,0.11808891163348052
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-19,SURVEY,711092,0.3280958598828974,639685,0.29514886980755123,213520,0.09851755049023847,309007,0.14257496551055904
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-19,SURVEY,754860,0.4434116486753043,454015,0.26669255182857526,163686,0.09615064929267131,310563,0.18242753867942205
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-18,SURVEY,208385,0.16880838140479096,270827,0.2193913549953947,50580,0.040973812565464535,96231,0.07795475969904243
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-18,SURVEY,365609,0.4254408778574878,272869,0.31752398573365215,63290,0.07364739507776165,69899,0.08133797279374969
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-18,SURVEY,1223541,0.30400082488673336,1159080,0.2879848538869682,489306,0.12157289998621049,356531,0.08858365986496561
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-18,SURVEY,293419,0.23585086895048338,255682,0.2055177813127217,68374,0.05495915142029223,101546,0.08162294982025002
MDG,Madagascar,Androy,subnational,882088,2024-02-18,SURVEY,400594,0.4541428973072981,305292,0.34610152275056455,110156,0.1248809642575344,279306,0.3166418770009341
MDG,Madagascar,Anosy,subnational,807418,2024-02-18,SURVEY,386347,0.4784968876096396,383244,0.4746537728908694,110273,0.13657485961422708,154659,0.1915476246504289
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-18,SURVEY,569503,0.3598616419841005,761151,0.48096155535236873,38380,0.024251820086559787,193020,0.12196686257275392
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-18,SURVEY,525628,0.486639873272988,328125,0.3037865342365688,122739,0.11363491177344677,170857,0.15818378934874647
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-18,SURVEY,618827,0.405207620556776,404251,0.2647033594489207,84594,0.055392082624581264,212064,0.1388594047217593
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-18,SURVEY,89304,0.25314862531996496,105113,0.2979621456290589,15902,0.04507716395756633,32021,0.09076943644837128
MDG,Madagascar,Boeny,subnational,961100,2024-02-18,SURVEY,241140,0.2509000104047446,277116,0.2883321194464676,96139,0.10003017375923422,99733,0.10376963895536365
MDG,Madagascar,Bongolava,subnational,549694,2024-02-18,SURVEY,94538,0.17198295779106193,130678,0.2377286271998603,18500,0.033655088103563074,39365,0.071612598547567
MDG,Madagascar,Diana,subnational,841329,2024-02-18,SURVEY,176519,0.20980971772041615,156556,0.1860817825131429,83462,0.09920260093091704,54249,0.06448015187828861
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-18,SURVEY,653292,0.453279953929041,433541,0.3008079763816951,143594,0.09963124410240086,113991,0.07909148623942328
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-18,SURVEY,138507,0.3690066098132148,101404,0.27015779896683373,33298,0.08871160596509133,36857,0.09819343410754297
MDG,Madagascar,Itasy,subnational,880767,2024-02-18,SURVEY,207380,0.2354538714552203,199734,0.2267728014332962,73744,0.08372701591408481,63933,0.07258790573047808
MDG,Madagascar,Melaky,subnational,348053,2024-02-18,SURVEY,93171,0.26769198943839007,97104,0.27899199259882834,5471,0.015718878261360678,25747,0.07397440296019984
MDG,Madagascar,Menabe,subnational,711639,2024-02-18,SURVEY,171244,0.24063324241644993,204058,0.2867437001063742,72982,0.10255480658030265,80031,0.11246010969044698
MDG,Madagascar,Sava,subnational,1178796,2024-02-18,SURVEY,366046,0.31052531566106434,206620,0.17528054048367997,104865,0.08895941282461087,156546,0.13280160434884408
MDG,Madagascar,Sofia,subnational,1498769,2024-02-18,SURVEY,518130,0.34570370750929597,336269,0.22436346094695048,80207,0.0535152354618405,176988,0.11808891163348052
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-18,SURVEY,711092,0.3280958598828974,639685,0.29514886980755123,213520,0.09851755049023847,309007,0.14257496551055904
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-18,SURVEY,727738,0.42747993851001326,480959,0.28251970317042324,147974,0.0869212511155271,270142,0.1586838746210477
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-17,SURVEY,208385,0.16880838140479096,270827,0.2193913549953947,50580,0.040973812565464535,96231,0.07795475969904243
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-17,SURVEY,365609,0.4254408778574878,272869,0.31752398573365215,63290,0.07364739507776165,69899,0.08133797279374969
MDG,Madagascar,Analamanga,subnational,4024795,2024-02-17,SURVEY,1223541,0.30400082488673336,1159080,0.2879848538869682,489306,0.12157289998621049,356531,0.08858365986496561
MDG,Madagascar,Analanjirofo,subnational,1244087,2024-02-17,SURVEY,293419,0.23585086895048338,255682,0.2055177813127217,68374,0.05495915142029223,101546,0.08162294982025002
MDG,Madagascar,Androy,subnational,882088,2024-02-17,SURVEY,396998,0.45006620654628565,309972,0.35140711584331724,105374,0.11945973644352945,286420,0.32470683197141326
MDG,Madagascar,Anosy,subnational,807418,2024-02-17,SURVEY,360563,0.4465629946322723,379047,0.46945572181942935,111281,0.1378232836027931,157424,0.19497212100795375
MDG,Madagascar,Atsimo Andrefana,subnational,1582561,2024-02-17,SURVEY,590983,0.373434578509138,759241,0.47975465084758184,19235,0.012154354678273431,206456,0.13045689865983048
MDG,Madagascar,Atsimo Atsinanana,subnational,1080117,2024-02-17,SURVEY,519257,0.48074143819604725,317987,0.29440051401838874,123219,0.11407930807495854,170946,0.1582661878296518
MDG,Madagascar,Atsinanana,subnational,1527185,2024-02-17,SURVEY,653772,0.4280895896698828,392214,0.2568215376657052,82773,0.054199714980634854,181293,0.11871056879160023
MDG,Madagascar,Betsiboka,subnational,352773,2024-02-17,SURVEY,88480,0.2508128456542876,103839,0.29435075813625194,15625,0.044291938442000946,32612,0.09244469808517461
MDG,Madagascar,Boeny,subnational,961100,2024-02-17,SURVEY,241140,0.2509000104047446,277116,0.2883321194464676,96139,0.10003017375923422,99733,0.10376963895536365
MDG,Madagascar,Bongolava,subnational,549694,2024-02-17,SURVEY,94528,0.1719647658515465,131119,0.23853089173249117,18533,0.03371510801792082,39404,0.07168353280334436
MDG,Madagascar,Diana,subnational,841329,2024-02-17,SURVEY,179263,0.2130712242178743,155776,0.18515449274202575,82719,0.09831939543332119,53371,0.06343655812566167
MDG,Madagascar,Haute Matsiatra,subnational,1441255,2024-02-17,SURVEY,628976,0.43640854671796453,434302,0.3013359884267531,140837,0.09771831777423247,115306,0.08000392550452823
MDG,Madagascar,Ihorombe,subnational,375351,2024-02-17,SURVEY,141186,0.37614392928219187,96471,0.25701543355419326,34069,0.09076573719186326,37396,0.09962944342443038
MDG,Madagascar,Itasy,subnational,880767,2024-02-17,SURVEY,207380,0.2354538714552203,199734,0.2267728014332962,73744,0.08372701591408481,63933,0.07258790573047808
MDG,Madagascar,Melaky,subnational,348053,2024-02-17,SURVEY,95766,0.2751477504862765,98531,0.28309194289375467,6265,0.01800012856375394,25784,0.07408068643798799
MDG,Madagascar,Menabe,subnational,711639,2024-02-17,SURVEY,179459,0.25217701671774595,200213,0.2813406797547633,72620,0.10204612169934475,77930,0.10950777009129631
MDG,Madagascar,Sava,subnational,1178796,2024-02-17,SURVEY,366046,0.31052531566106434,206620,0.17528054048367997,104865,0.08895941282461087,156546,0.13280160434884408
MDG,Madagascar,Sofia,subnational,1498769,2024-02-17,SURVEY,518535,0.34597392927128856,335760,0.22402384890533497,79457,0.053014867353488,176802,0.11796480978723203
MDG,Madagascar,Vakinankaratra,subnational,2167330,2024-02-17,SURVEY,711092,0.3280958598828974,639685,0.29514886980755123,213520,0.09851755049023847,309007,0.14257496551055904
MDG,Madagascar,Vatovavy Fitovinany,subnational,1702391,2024-02-17,SURVEY,758439,0.4455139859174537,496773,0.29180899100147967,148630,0.08730663503625546,270944,0.15915497673566176
MDG,Madagascar,Alaotra Mangoro,subnational,1234447,2024-02-16,SURVEY,208385,0.16880838140479096,270827,0.2193913549953947,50580,0.040973812565464535,96231,0.07795475969904243
MDG,Madagascar,Amoron I Mania,subnational,859365,2024-02-16,SURVEY,364128,0.4237175123492346,276358,0.32158396024971925,63173,0.07351126275482552,73640,0.08569120465926193
